,region,year,artist,streams,latitude,longitude
0,Argentina,2017,Ozuna,107105891,-38.4161,-63.6167
1,Argentina,2017,Ed Sheeran,81184675,-38.4161,-63.6167
2,Argentina,2017,Maluma,79420614,-38.4161,-63.6167
3,Argentina,2017,Nicky Jam,64350505,-38.4161,-63.6167
4,Argentina,2017,Shakira,54252019,-38.4161,-63.6167
5,Argentina,2018,Paulo Londra,104153731,-38.4161,-63.6167
6,Argentina,2018,Ozuna,83584167,-38.4161,-63.6167
7,Argentina,2018,Maluma,68309967,-38.4161,-63.6167
8,Argentina,2018,Bad Bunny,65417249,-38.4161,-63.6167
9,Argentina,2018,Duki,54573767,-38.4161,-63.6167
10,Argentina,2019,Paulo Londra,224215917,-38.4161,-63.6167
11,Argentina,2019,WOS,91557486,-38.4161,-63.6167
12,Argentina,2019,Duki,78161246,-38.4161,-63.6167
13,Argentina,2019,Maluma,70109108,-38.4161,-63.6167
14,Argentina,2019,Bad Bunny,63281876,-38.4161,-63.6167
15,Argentina,2020,J Balvin,114299123,-38.4161,-63.6167
16,Argentina,2020,Camilo,102152375,-38.4161,-63.6167
17,Argentina,2020,Bad Bunny,100438316,-38.4161,-63.6167
18,Argentina,2020,Maluma,83412737,-38.4161,-63.6167
19,Argentina,2020,Rauw Alejandro,76521526,-38.4161,-63.6167
20,Argentina,2021,Rauw Alejandro,129957293,-38.4161,-63.6167
21,Argentina,2021,Maria Becerra,108096490,-38.4161,-63.6167
22,Argentina,2021,"TINI, Maria Becerra",68688945,-38.4161,-63.6167
23,Argentina,2021,Bad Bunny,67354580,-38.4161,-63.6167
24,Argentina,2021,Olivia Rodrigo,66283905,-38.4161,-63.6167
25,Australia,2017,Ed Sheeran,208559243,-25.2744,133.7751
26,Australia,2017,Kendrick Lamar,75708556,-25.2744,133.7751
27,Australia,2017,Drake,51564301,-25.2744,133.7751
28,Australia,2017,Khalid,47864990,-25.2744,133.7751
29,Australia,2017,"Calvin Harris, Funk Wav",44340930,-25.2744,133.7751
30,Australia,2018,Post Malone,196029570,-25.2744,133.7751
31,Australia,2018,Drake,155233575,-25.2744,133.7751
32,Australia,2018,XXXTENTACION,143595650,-25.2744,133.7751
33,Australia,2018,Ed Sheeran,112703900,-25.2744,133.7751
34,Australia,2018,Khalid,94061720,-25.2744,133.7751
35,Australia,2019,Billie Eilish,219218372,-25.2744,133.7751
36,Australia,2019,Post Malone,196456393,-25.2744,133.7751
37,Australia,2019,Ed Sheeran,170060906,-25.2744,133.7751
38,Australia,2019,Ariana Grande,147200350,-25.2744,133.7751
39,Australia,2019,Khalid,115533808,-25.2744,133.7751
40,Australia,2020,Juice WRLD,125771098,-25.2744,133.7751
41,Australia,2020,Harry Styles,105238769,-25.2744,133.7751
42,Australia,2020,Billie Eilish,101292561,-25.2744,133.7751
43,Australia,2020,Dua Lipa,99638671,-25.2744,133.7751
44,Australia,2020,The Weeknd,98891500,-25.2744,133.7751
45,Australia,2021,Olivia Rodrigo,207123491,-25.2744,133.7751
46,Australia,2021,The Kid LAROI,142037365,-25.2744,133.7751
47,Australia,2021,Ed Sheeran,135111706,-25.2744,133.7751
48,Australia,2021,Doja Cat,115345909,-25.2744,133.7751
49,Australia,2021,Justin Bieber,114825074,-25.2744,133.7751
50,Austria,2017,Ed Sheeran,16212341,47.5162,14.5501
51,Austria,2017,Imagine Dragons,7281802,47.5162,14.5501
52,Austria,2017,RAF Camora,4054792,47.5162,14.5501
53,Austria,2017,Clean Bandit,3929931,47.5162,14.5501
54,Austria,2017,The Chainsmokers,3817687,47.5162,14.5501
55,Austria,2018,Capital Bra,15817232,47.5162,14.5501
56,Austria,2018,"Bonez MC, RAF Camora",12571665,47.5162,14.5501
57,Austria,2018,RAF Camora,10044341,47.5162,14.5501
58,Austria,2018,Post Malone,9406152,47.5162,14.5501
59,Austria,2018,Drake,7594381,47.5162,14.5501
60,Austria,2019,Capital Bra,23728326,47.5162,14.5501
61,Austria,2019,Billie Eilish,17195886,47.5162,14.5501
62,Austria,2019,MERO,13377857,47.5162,14.5501
63,Austria,2019,"Capital Bra, Samra",13143814,47.5162,14.5501
64,Austria,2019,Apache 207,12817449,47.5162,14.5501
65,Austria,2020,Apache 207,23047929,47.5162,14.5501
66,Austria,2020,Bonez MC,13706601,47.5162,14.5501
67,Austria,2020,Juice WRLD,11166673,47.5162,14.5501
68,Austria,2020,Pop Smoke,9966437,47.5162,14.5501
69,Austria,2020,The Weeknd,9591835,47.5162,14.5501
70,Austria,2021,Olivia Rodrigo,17638631,47.5162,14.5501
71,Austria,2021,Måneskin,13752652,47.5162,14.5501
72,Austria,2021,Lil Nas X,13604889,47.5162,14.5501
73,Austria,2021,Ed Sheeran,12035031,47.5162,14.5501
74,Austria,2021,The Kid LAROI,11483960,47.5162,14.5501
75,Belgium,2017,Ed Sheeran,31398441,50.5039,4.4699
76,Belgium,2017,Clean Bandit,9080988,50.5039,4.4699
77,Belgium,2017,Damso,9079995,50.5039,4.4699
78,Belgium,2017,Imagine Dragons,8364539,50.5039,4.4699
79,Belgium,2017,Boef,6654972,50.5039,4.4699
80,Belgium,2018,XXXTENTACION,21578605,50.5039,4.4699
81,Belgium,2018,Drake,19284669,50.5039,4.4699
82,Belgium,2018,Ed Sheeran,14160587,50.5039,4.4699
83,Belgium,2018,Post Malone,14009960,50.5039,4.4699
84,Belgium,2018,Damso,11044188,50.5039,4.4699
85,Belgium,2019,Billie Eilish,35225886,50.5039,4.4699
86,Belgium,2019,Ed Sheeran,22629399,50.5039,4.4699
87,Belgium,2019,Post Malone,20829465,50.5039,4.4699
88,Belgium,2019,Ariana Grande,19464879,50.5039,4.4699
89,Belgium,2019,Angèle,15944719,50.5039,4.4699
90,Belgium,2020,Billie Eilish,26037696,50.5039,4.4699
91,Belgium,2020,The Weeknd,25151638,50.5039,4.4699
92,Belgium,2020,Dua Lipa,22354952,50.5039,4.4699
93,Belgium,2020,Pop Smoke,20261690,50.5039,4.4699
94,Belgium,2020,Lewis Capaldi,19679349,50.5039,4.4699
95,Belgium,2021,Olivia Rodrigo,32587224,50.5039,4.4699
96,Belgium,2021,Lil Nas X,23845486,50.5039,4.4699
97,Belgium,2021,Måneskin,23399560,50.5039,4.4699
98,Belgium,2021,The Weeknd,20681267,50.5039,4.4699
99,Belgium,2021,Ed Sheeran,18801546,50.5039,4.4699
100,Bolivia,2017,Piso 21,3154441,-16.2902,-63.5887
101,Bolivia,2017,Ed Sheeran,3008497,-16.2902,-63.5887
102,Bolivia,2017,Maluma,2769386,-16.2902,-63.5887
103,Bolivia,2017,Danny Ocean,2678952,-16.2902,-63.5887
104,Bolivia,2017,Ozuna,2522911,-16.2902,-63.5887
105,Bolivia,2018,Piso 21,5119909,-16.2902,-63.5887
106,Bolivia,2018,Maluma,4755297,-16.2902,-63.5887
107,Bolivia,2018,Bad Bunny,3872262,-16.2902,-63.5887
108,Bolivia,2018,Danny Ocean,3384418,-16.2902,-63.5887
109,Bolivia,2018,Manuel Turizo,3231669,-16.2902,-63.5887
110,Bolivia,2019,Paulo Londra,8434747,-16.2902,-63.5887
111,Bolivia,2019,Maluma,6747773,-16.2902,-63.5887
112,Bolivia,2019,Bad Bunny,4651051,-16.2902,-63.5887
113,Bolivia,2019,"J Balvin, Bad Bunny",4501247,-16.2902,-63.5887
114,Bolivia,2019,"Mau y Ricky, Manuel Turizo, Camilo",3442067,-16.2902,-63.5887
115,Bolivia,2020,Bad Bunny,13816064,-16.2902,-63.5887
116,Bolivia,2020,J Balvin,11213892,-16.2902,-63.5887
117,Bolivia,2020,Maluma,9519808,-16.2902,-63.5887
118,Bolivia,2020,Camilo,9212796,-16.2902,-63.5887
119,Bolivia,2020,Christian Nodal,7602448,-16.2902,-63.5887
120,Bolivia,2021,Bad Bunny,14467232,-16.2902,-63.5887
121,Bolivia,2021,Rauw Alejandro,10398891,-16.2902,-63.5887
122,Bolivia,2021,Maluma,9540745,-16.2902,-63.5887
123,Bolivia,2021,KAROL G,8325699,-16.2902,-63.5887
124,Bolivia,2021,Christian Nodal,8015245,-16.2902,-63.5887
125,Brazil,2017,Matheus & Kauan,249835775,-14.235,-51.9253
126,Brazil,2017,Jorge & Mateus,229768346,-14.235,-51.9253
127,Brazil,2017,Henrique & Juliano,229395485,-14.235,-51.9253
128,Brazil,2017,Marília Mendonça,199386847,-14.235,-51.9253
129,Brazil,2017,Ed Sheeran,179064132,-14.235,-51.9253
130,Brazil,2018,Zé Neto & Cristiano,512854206,-14.235,-51.9253
131,Brazil,2018,Jorge & Mateus,336851829,-14.235,-51.9253
132,Brazil,2018,Marília Mendonça,241507880,-14.235,-51.9253
133,Brazil,2018,Henrique & Juliano,210183652,-14.235,-51.9253
134,Brazil,2018,Gusttavo Lima,196707818,-14.235,-51.9253
135,Brazil,2019,Marília Mendonça,699548604,-14.235,-51.9253
136,Brazil,2019,Zé Neto & Cristiano,461314291,-14.235,-51.9253
137,Brazil,2019,Gusttavo Lima,342071508,-14.235,-51.9253
138,Brazil,2019,Diego & Victor Hugo,238137699,-14.235,-51.9253
139,Brazil,2019,Jorge & Mateus,194625491,-14.235,-51.9253
140,Brazil,2020,Henrique & Juliano,512472077,-14.235,-51.9253
141,Brazil,2020,Gusttavo Lima,464254681,-14.235,-51.9253
142,Brazil,2020,Marília Mendonça,431550804,-14.235,-51.9253
143,Brazil,2020,Zé Neto & Cristiano,356574857,-14.235,-51.9253
144,Brazil,2020,Jorge & Mateus,337528612,-14.235,-51.9253
145,Brazil,2021,Gusttavo Lima,470306099,-14.235,-51.9253
146,Brazil,2021,João Gomes,448863177,-14.235,-51.9253
147,Brazil,2021,Henrique & Juliano,417014812,-14.235,-51.9253
148,Brazil,2021,Jorge & Mateus,406920180,-14.235,-51.9253
149,Brazil,2021,Zé Neto & Cristiano,377615651,-14.235,-51.9253
150,Bulgaria,2017,Ed Sheeran,954164,42.7339,25.4858
151,Bulgaria,2017,Kendrick Lamar,402989,42.7339,25.4858
152,Bulgaria,2017,Luis Fonsi,241191,42.7339,25.4858
153,Bulgaria,2017,"The Weeknd, Daft Punk",235654,42.7339,25.4858
154,Bulgaria,2017,DJ Khaled,228401,42.7339,25.4858
155,Bulgaria,2018,V:RGO,103940,42.7339,25.4858
156,Bulgaria,2018,Drake,90924,42.7339,25.4858
157,Bulgaria,2018,Travis Scott,90856,42.7339,25.4858
158,Bulgaria,2018,Ariana Grande,86190,42.7339,25.4858
159,Bulgaria,2018,XXXTENTACION,64087,42.7339,25.4858
160,Bulgaria,2019,Ariana Grande,1374724,42.7339,25.4858
161,Bulgaria,2019,Billie Eilish,1173778,42.7339,25.4858
162,Bulgaria,2019,Ed Sheeran,1080241,42.7339,25.4858
163,Bulgaria,2019,Itzo Hazarta,1071337,42.7339,25.4858
164,Bulgaria,2019,Post Malone,1014225,42.7339,25.4858
165,Bulgaria,2020,Travis Scott,2416711,42.7339,25.4858
166,Bulgaria,2020,Pop Smoke,2153877,42.7339,25.4858
167,Bulgaria,2020,The Weeknd,2093201,42.7339,25.4858
168,Bulgaria,2020,Dua Lipa,1573620,42.7339,25.4858
169,Bulgaria,2020,Billie Eilish,1525539,42.7339,25.4858
170,Bulgaria,2021,Måneskin,3615909,42.7339,25.4858
171,Bulgaria,2021,Lil Nas X,3122605,42.7339,25.4858
172,Bulgaria,2021,Pop Smoke,2998857,42.7339,25.4858
173,Bulgaria,2021,Doja Cat,2943327,42.7339,25.4858
174,Bulgaria,2021,Olivia Rodrigo,2195022,42.7339,25.4858
175,Canada,2017,Ed Sheeran,139984190,56.1304,-106.3468
176,Canada,2017,Drake,112538472,56.1304,-106.3468
177,Canada,2017,Kendrick Lamar,97584947,56.1304,-106.3468
178,Canada,2017,Migos,62058718,56.1304,-106.3468
179,Canada,2017,Future,52456787,56.1304,-106.3468
180,Canada,2018,Drake,237047592,56.1304,-106.3468
181,Canada,2018,Post Malone,211533361,56.1304,-106.3468
182,Canada,2018,XXXTENTACION,148025599,56.1304,-106.3468
183,Canada,2018,Travis Scott,101253238,56.1304,-106.3468
184,Canada,2018,Khalid,73342635,56.1304,-106.3468
185,Canada,2019,Post Malone,211087764,56.1304,-106.3468
186,Canada,2019,Billie Eilish,170416357,56.1304,-106.3468
187,Canada,2019,Ariana Grande,141922242,56.1304,-106.3468
188,Canada,2019,Ed Sheeran,118498049,56.1304,-106.3468
189,Canada,2019,Khalid,101535776,56.1304,-106.3468
190,Canada,2020,Juice WRLD,164658290,56.1304,-106.3468
191,Canada,2020,Pop Smoke,138603142,56.1304,-106.3468
192,Canada,2020,The Weeknd,101336574,56.1304,-106.3468
193,Canada,2020,DaBaby,95104780,56.1304,-106.3468
194,Canada,2020,Drake,93263737,56.1304,-106.3468
195,Canada,2021,Olivia Rodrigo,181984367,56.1304,-106.3468
196,Canada,2021,Drake,160800780,56.1304,-106.3468
197,Canada,2021,Justin Bieber,125999603,56.1304,-106.3468
198,Canada,2021,Doja Cat,99746545,56.1304,-106.3468
199,Canada,2021,Lil Nas X,98467176,56.1304,-106.3468
200,Chile,2017,Ozuna,76630519,-35.6751,-71.543
201,Chile,2017,Ed Sheeran,63215495,-35.6751,-71.543
202,Chile,2017,Maluma,61739897,-35.6751,-71.543
203,Chile,2017,Nicky Jam,47942363,-35.6751,-71.543
204,Chile,2017,Danny Ocean,42986647,-35.6751,-71.543
205,Chile,2018,Ozuna,95097660,-35.6751,-71.543
206,Chile,2018,Bad Bunny,75129006,-35.6751,-71.543
207,Chile,2018,Zion & Lennox,66674727,-35.6751,-71.543
208,Chile,2018,Anuel AA,63301961,-35.6751,-71.543
209,Chile,2018,Piso 21,53881572,-35.6751,-71.543
210,Chile,2019,Bad Bunny,146549804,-35.6751,-71.543
211,Chile,2019,Paulo Londra,125016518,-35.6751,-71.543
212,Chile,2019,Paloma Mami,120909803,-35.6751,-71.543
213,Chile,2019,"J Balvin, Bad Bunny",71714317,-35.6751,-71.543
214,Chile,2019,Cami,54675151,-35.6751,-71.543
215,Chile,2020,Bad Bunny,291329455,-35.6751,-71.543
216,Chile,2020,J Balvin,95545699,-35.6751,-71.543
217,Chile,2020,Myke Towers,88526988,-35.6751,-71.543
218,Chile,2020,Maluma,74984843,-35.6751,-71.543
219,Chile,2020,Camilo,69255823,-35.6751,-71.543
220,Chile,2021,Bad Bunny,208628541,-35.6751,-71.543
221,Chile,2021,Rauw Alejandro,124029367,-35.6751,-71.543
222,Chile,2021,Ak4:20,72362088,-35.6751,-71.543
223,Chile,2021,Myke Towers,68168466,-35.6751,-71.543
224,Chile,2021,Sech,65086322,-35.6751,-71.543
225,Colombia,2017,Ed Sheeran,27244046,4.5709,-74.2973
226,Colombia,2017,Ozuna,26502721,4.5709,-74.2973
227,Colombia,2017,Piso 21,23400846,4.5709,-74.2973
228,Colombia,2017,Nicky Jam,23270856,4.5709,-74.2973
229,Colombia,2017,Danny Ocean,15648448,4.5709,-74.2973
230,Colombia,2018,Ozuna,28143543,4.5709,-74.2973
231,Colombia,2018,Piso 21,25555350,4.5709,-74.2973
232,Colombia,2018,Manuel Turizo,25548344,4.5709,-74.2973
233,Colombia,2018,Bad Bunny,20393626,4.5709,-74.2973
234,Colombia,2018,Zion & Lennox,20214266,4.5709,-74.2973
235,Colombia,2019,"J Balvin, Bad Bunny",26933083,4.5709,-74.2973
236,Colombia,2019,Paulo Londra,26192815,4.5709,-74.2973
237,Colombia,2019,Maluma,24094239,4.5709,-74.2973
238,Colombia,2019,Manuel Turizo,22164542,4.5709,-74.2973
239,Colombia,2019,Bad Bunny,20482599,4.5709,-74.2973
240,Colombia,2020,J Balvin,88638045,4.5709,-74.2973
241,Colombia,2020,Bad Bunny,71010471,4.5709,-74.2973
242,Colombia,2020,Maluma,44037951,4.5709,-74.2973
243,Colombia,2020,Camilo,39029597,4.5709,-74.2973
244,Colombia,2020,Rauw Alejandro,23496122,4.5709,-74.2973
245,Colombia,2021,Bad Bunny,73927748,4.5709,-74.2973
246,Colombia,2021,Feid,48972423,4.5709,-74.2973
247,Colombia,2021,KAROL G,39851312,4.5709,-74.2973
248,Colombia,2021,Rauw Alejandro,39381466,4.5709,-74.2973
249,Colombia,2021,Maluma,34496110,4.5709,-74.2973
250,Costa Rica,2017,Ed Sheeran,19482075,9.7489,-83.7534
251,Costa Rica,2017,Ozuna,9929843,9.7489,-83.7534
252,Costa Rica,2017,Maluma,7494446,9.7489,-83.7534
253,Costa Rica,2017,Danny Ocean,6801877,9.7489,-83.7534
254,Costa Rica,2017,Nicky Jam,6313647,9.7489,-83.7534
255,Costa Rica,2018,Ozuna,16678600,9.7489,-83.7534
256,Costa Rica,2018,Bad Bunny,8704371,9.7489,-83.7534
257,Costa Rica,2018,Ed Sheeran,7810547,9.7489,-83.7534
258,Costa Rica,2018,Piso 21,7709983,9.7489,-83.7534
259,Costa Rica,2018,Drake,6498485,9.7489,-83.7534
260,Costa Rica,2019,Paulo Londra,18623037,9.7489,-83.7534
261,Costa Rica,2019,Bad Bunny,8102229,9.7489,-83.7534
262,Costa Rica,2019,Ed Sheeran,7576154,9.7489,-83.7534
263,Costa Rica,2019,Ozuna,7429004,9.7489,-83.7534
264,Costa Rica,2019,"J Balvin, Bad Bunny",7412937,9.7489,-83.7534
265,Costa Rica,2020,Bad Bunny,28685621,9.7489,-83.7534
266,Costa Rica,2020,J Balvin,21491753,9.7489,-83.7534
267,Costa Rica,2020,Christian Nodal,16487818,9.7489,-83.7534
268,Costa Rica,2020,Camilo,11904996,9.7489,-83.7534
269,Costa Rica,2020,Maluma,10705939,9.7489,-83.7534
270,Costa Rica,2021,Bad Bunny,25528953,9.7489,-83.7534
271,Costa Rica,2021,Christian Nodal,17703347,9.7489,-83.7534
272,Costa Rica,2021,Rauw Alejandro,12265255,9.7489,-83.7534
273,Costa Rica,2021,Olivia Rodrigo,10151392,9.7489,-83.7534
274,Costa Rica,2021,KAROL G,8437149,9.7489,-83.7534
275,Czech Republic,2017,Ed Sheeran,13039265,49.8175,15.4729
276,Czech Republic,2017,Imagine Dragons,8055030,49.8175,15.4729
277,Czech Republic,2017,Linkin Park,3641379,49.8175,15.4729
278,Czech Republic,2017,Clean Bandit,3286460,49.8175,15.4729
279,Czech Republic,2017,Shawn Mendes,2894013,49.8175,15.4729
280,Czech Republic,2018,Imagine Dragons,11895180,49.8175,15.4729
281,Czech Republic,2018,Ed Sheeran,6552516,49.8175,15.4729
282,Czech Republic,2018,Post Malone,5908942,49.8175,15.4729
283,Czech Republic,2018,XXXTENTACION,5840015,49.8175,15.4729
284,Czech Republic,2018,Eminem,4769143,49.8175,15.4729
285,Czech Republic,2019,Billie Eilish,13092481,49.8175,15.4729
286,Czech Republic,2019,Viktor Sheen,11889683,49.8175,15.4729
287,Czech Republic,2019,Ed Sheeran,11688909,49.8175,15.4729
288,Czech Republic,2019,Post Malone,10206325,49.8175,15.4729
289,Czech Republic,2019,Imagine Dragons,10022001,49.8175,15.4729
290,Czech Republic,2020,Viktor Sheen,22542646,49.8175,15.4729
291,Czech Republic,2020,The Weeknd,9345691,49.8175,15.4729
292,Czech Republic,2020,Nik Tendo,9334053,49.8175,15.4729
293,Czech Republic,2020,Ektor,7819691,49.8175,15.4729
294,Czech Republic,2020,Yzomandias,7539087,49.8175,15.4729
295,Czech Republic,2021,Viktor Sheen,22794375,49.8175,15.4729
296,Czech Republic,2021,Olivia Rodrigo,12232026,49.8175,15.4729
297,Czech Republic,2021,Måneskin,11107851,49.8175,15.4729
298,Czech Republic,2021,Yzomandias,10870722,49.8175,15.4729
299,Czech Republic,2021,Lil Nas X,10530414,49.8175,15.4729
300,Denmark,2017,Ed Sheeran,90627195,56.2639,9.5018
301,Denmark,2017,Gilli,45297333,56.2639,9.5018
302,Denmark,2017,KESI,34100633,56.2639,9.5018
303,Denmark,2017,Gulddreng,30588862,56.2639,9.5018
304,Denmark,2017,Molo,24274115,56.2639,9.5018
305,Denmark,2018,Post Malone,44010961,56.2639,9.5018
306,Denmark,2018,XXXTENTACION,39682532,56.2639,9.5018
307,Denmark,2018,Gilli,39409429,56.2639,9.5018
308,Denmark,2018,Drake,35298214,56.2639,9.5018
309,Denmark,2018,KESI,33754719,56.2639,9.5018
310,Denmark,2019,Gilli,62124433,56.2639,9.5018
311,Denmark,2019,Post Malone,43405104,56.2639,9.5018
312,Denmark,2019,Ed Sheeran,42448045,56.2639,9.5018
313,Denmark,2019,Billie Eilish,37577698,56.2639,9.5018
314,Denmark,2019,KESI,31790410,56.2639,9.5018
315,Denmark,2020,"Branco, Gilli",43420232,56.2639,9.5018
316,Denmark,2020,Pop Smoke,34395659,56.2639,9.5018
317,Denmark,2020,Gilli,33400207,56.2639,9.5018
318,Denmark,2020,The Weeknd,32792226,56.2639,9.5018
319,Denmark,2020,Tessa,30027187,56.2639,9.5018
320,Denmark,2021,Justin Bieber,40029178,56.2639,9.5018
321,Denmark,2021,"Benny Jamz, Gilli, KESI, B.O.C",39544578,56.2639,9.5018
322,Denmark,2021,Ed Sheeran,30006993,56.2639,9.5018
323,Denmark,2021,Olivia Rodrigo,28425985,56.2639,9.5018
324,Denmark,2021,The Weeknd,27986532,56.2639,9.5018
325,Dominican Republic,2017,Ozuna,9017341,18.7357,-70.1627
326,Dominican Republic,2017,Ed Sheeran,3901847,18.7357,-70.1627
327,Dominican Republic,2017,Bad Bunny,3738510,18.7357,-70.1627
328,Dominican Republic,2017,Maluma,3314866,18.7357,-70.1627
329,Dominican Republic,2017,Romeo Santos,3245092,18.7357,-70.1627
330,Dominican Republic,2018,Ozuna,9191551,18.7357,-70.1627
331,Dominican Republic,2018,Bad Bunny,9010130,18.7357,-70.1627
332,Dominican Republic,2018,Anuel AA,4543416,18.7357,-70.1627
333,Dominican Republic,2018,Drake,3965387,18.7357,-70.1627
334,Dominican Republic,2018,Maluma,3266329,18.7357,-70.1627
335,Dominican Republic,2019,Bad Bunny,18867285,18.7357,-70.1627
336,Dominican Republic,2019,Ozuna,7053996,18.7357,-70.1627
337,Dominican Republic,2019,"J Balvin, Bad Bunny",6720134,18.7357,-70.1627
338,Dominican Republic,2019,"Bad Bunny, Tainy",3542782,18.7357,-70.1627
339,Dominican Republic,2019,"Jhay Cortez, J Balvin, Bad Bunny",3168039,18.7357,-70.1627
340,Dominican Republic,2020,Bad Bunny,29430386,18.7357,-70.1627
341,Dominican Republic,2020,Myke Towers,9820054,18.7357,-70.1627
342,Dominican Republic,2020,J Balvin,5985456,18.7357,-70.1627
343,Dominican Republic,2020,Camilo,5404580,18.7357,-70.1627
344,Dominican Republic,2020,Rauw Alejandro,4936375,18.7357,-70.1627
345,Dominican Republic,2021,Bad Bunny,23240251,18.7357,-70.1627
346,Dominican Republic,2021,Rauw Alejandro,9715471,18.7357,-70.1627
347,Dominican Republic,2021,Sech,5498201,18.7357,-70.1627
348,Dominican Republic,2021,Myke Towers,5171575,18.7357,-70.1627
349,Dominican Republic,2021,"Bad Bunny, Jhay Cortez",4781522,18.7357,-70.1627
350,Ecuador,2017,Ed Sheeran,10208253,-1.8312,-78.1834
351,Ecuador,2017,Ozuna,8046935,-1.8312,-78.1834
352,Ecuador,2017,Maluma,7735502,-1.8312,-78.1834
353,Ecuador,2017,Nicky Jam,7481486,-1.8312,-78.1834
354,Ecuador,2017,Piso 21,6429727,-1.8312,-78.1834
355,Ecuador,2018,Maluma,9904902,-1.8312,-78.1834
356,Ecuador,2018,Piso 21,9069679,-1.8312,-78.1834
357,Ecuador,2018,Ozuna,8397766,-1.8312,-78.1834
358,Ecuador,2018,Bad Bunny,8395003,-1.8312,-78.1834
359,Ecuador,2018,Manuel Turizo,7648899,-1.8312,-78.1834
360,Ecuador,2019,Paulo Londra,19309662,-1.8312,-78.1834
361,Ecuador,2019,Maluma,13397407,-1.8312,-78.1834
362,Ecuador,2019,"J Balvin, Bad Bunny",11904113,-1.8312,-78.1834
363,Ecuador,2019,Bad Bunny,10584296,-1.8312,-78.1834
364,Ecuador,2019,"Sech, Darell",7809622,-1.8312,-78.1834
365,Ecuador,2020,Bad Bunny,44352512,-1.8312,-78.1834
366,Ecuador,2020,J Balvin,28696746,-1.8312,-78.1834
367,Ecuador,2020,Maluma,20117507,-1.8312,-78.1834
368,Ecuador,2020,Camilo,19321865,-1.8312,-78.1834
369,Ecuador,2020,Rauw Alejandro,10705965,-1.8312,-78.1834
370,Ecuador,2021,Bad Bunny,46654297,-1.8312,-78.1834
371,Ecuador,2021,Rauw Alejandro,20904743,-1.8312,-78.1834
372,Ecuador,2021,Maluma,15027271,-1.8312,-78.1834
373,Ecuador,2021,KAROL G,13885625,-1.8312,-78.1834
374,Ecuador,2021,Sech,12423917,-1.8312,-78.1834
375,Egypt,2019,Amr Diab,1081567,26.8206,30.8025
376,Egypt,2019,Marwan Pablo,655797,26.8206,30.8025
377,Egypt,2019,Post Malone,465936,26.8206,30.8025
378,Egypt,2019,Billie Eilish,453404,26.8206,30.8025
379,Egypt,2019,Wegz,435770,26.8206,30.8025
380,Egypt,2020,Wegz,13666844,26.8206,30.8025
381,Egypt,2020,Amr Diab,4686012,26.8206,30.8025
382,Egypt,2020,Marwan Moussa,4543400,26.8206,30.8025
383,Egypt,2020,Marwan Pablo,4215067,26.8206,30.8025
384,Egypt,2020,Billie Eilish,2801494,26.8206,30.8025
385,Egypt,2021,Wegz,17346980,26.8206,30.8025
386,Egypt,2021,Marwan Pablo,12568943,26.8206,30.8025
387,Egypt,2021,Marwan Moussa,8082914,26.8206,30.8025
388,Egypt,2021,Lege-Cy,6254727,26.8206,30.8025
389,Egypt,2021,Abyusif,4409320,26.8206,30.8025
390,El Salvador,2017,Ozuna,2818956,13.7942,-88.8965
391,El Salvador,2017,Ed Sheeran,2812151,13.7942,-88.8965
392,El Salvador,2017,Danny Ocean,2027966,13.7942,-88.8965
393,El Salvador,2017,Maluma,1871582,13.7942,-88.8965
394,El Salvador,2017,Nicky Jam,1655962,13.7942,-88.8965
395,El Salvador,2018,Bad Bunny,3654410,13.7942,-88.8965
396,El Salvador,2018,Ozuna,3189911,13.7942,-88.8965
397,El Salvador,2018,Zion & Lennox,2390696,13.7942,-88.8965
398,El Salvador,2018,Piso 21,2375297,13.7942,-88.8965
399,El Salvador,2018,Danny Ocean,2348126,13.7942,-88.8965
400,El Salvador,2019,Bad Bunny,6247655,13.7942,-88.8965
401,El Salvador,2019,Paulo Londra,5381681,13.7942,-88.8965
402,El Salvador,2019,"J Balvin, Bad Bunny",4098676,13.7942,-88.8965
403,El Salvador,2019,Maluma,3679824,13.7942,-88.8965
404,El Salvador,2019,"Bad Bunny, Tainy",2812188,13.7942,-88.8965
405,El Salvador,2020,Bad Bunny,22775722,13.7942,-88.8965
406,El Salvador,2020,J Balvin,9495742,13.7942,-88.8965
407,El Salvador,2020,Maluma,6394997,13.7942,-88.8965
408,El Salvador,2020,Camilo,5982787,13.7942,-88.8965
409,El Salvador,2020,Rauw Alejandro,4084225,13.7942,-88.8965
410,El Salvador,2021,Bad Bunny,25393495,13.7942,-88.8965
411,El Salvador,2021,Rauw Alejandro,9577749,13.7942,-88.8965
412,El Salvador,2021,"Bad Bunny, Jhay Cortez",5718636,13.7942,-88.8965
413,El Salvador,2021,KAROL G,5504049,13.7942,-88.8965
414,El Salvador,2021,Maluma,5340949,13.7942,-88.8965
415,Estonia,2017,Ed Sheeran,1840865,58.5953,25.0136
416,Estonia,2017,Imagine Dragons,689846,58.5953,25.0136
417,Estonia,2017,Kendrick Lamar,604190,58.5953,25.0136
418,Estonia,2017,Clean Bandit,479656,58.5953,25.0136
419,Estonia,2017,"Calvin Harris, Funk Wav",390104,58.5953,25.0136
420,Estonia,2018,XXXTENTACION,1364381,58.5953,25.0136
421,Estonia,2018,nublu,1329158,58.5953,25.0136
